,State,Primary,Candidate,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310
208,South Dakota,Republican,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,South Dakota,Republican,Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Tennessee,Democrat,Clinton,0.0,0.6249,0.0772,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Tennessee,Democrat,Sanders,0.25,0.25,0.0,0.0,-0.3612,0.7579,0.0,0.8555,0.0,0.0,0.0,0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5707,-0.1531,0.0,0.0,0.6784,0.0,0.0,0.0,0.0,0.0,-0.1655,0.0,0.0,0.0,0.8126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Tennessee,Republican,Rubio,0.0,0.0,0.0,0.0,0.0,0.0,0.5859,0.5574,0.7574,-0.0258,-0.4572,0.0,0.0,0.0,0.0,0.6486,0.0,0.7777,0.0,-0.4404,0.4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Tennessee,Republican,Cruz,0.6588,0.6588,-0.1027,-0.25,0.0,-0.6239,0.3802,-0.4767,-0.0258,-0.2003,0.0,-0.4767,0.0,-0.6113,0.6588,0.6369,-0.7906,0.0,0.0,0.0,-0.6597,0.4767,0.0,0.0,0.0,0.5228,0.0,0.7574,0.5319,0.0,-0.4572,0.5319,0.0,0.0,0.7506,0.5994,-0.6808,0.0,-0.4767,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Tennessee,Republican,Trump,0.0,0.4926,-0.2732,0.0,0.6249,-0.0258,0.3382,0.0,0.4556,0.0,0.0,0.6239,-0.2755,-0.2755,0.8715,0.0,0.0,0.6892,0.0,0.0,-0.4019,0.128,0.6597,0.0,0.3612,-0.25,0.0,0.6075,0.876,0.0,0.5859,0.6739,0.0258,0.2263,0.0,-0.6239,-0.7096,0.0,0.0,0.0,0.0,0.0,0.3612,-0.2003,0.0,0.7777,0.34,0.0,-0.0772,-0.4404,0.2263,0.0,0.4404,0.4215,0.4199,0.836,0.4574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Texas,Democrat,Clinton,0.0,0.0,0.0,0.5859,0.0,0.5574,0.0,0.0,0.3182,0.5859,0.0,0.2263,0.5719,0.5859,0.0,0.6971,0.0,0.5719,0.0,0.4404,-0.4767,-0.4215,0.0,0.0,0.5719,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939,0.3971,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Texas,Democrat,Sanders,0.0,0.0,0.4404,0.8316,0.0,0.0,0.0,0.4588,0.0,0.4588,0.6705,0.4588,0.4588,0.4588,0.0,0.6808,0.0,0.2023,0.5106,0.1779,-0.25,-0.6908,0.5859,-0.296,0.0,0.0,0.7297,0.0,0.0,0.0,0.0,0.4215,0.0,-0.4926,0.0,0.3331,0.0,0.6588,0.0,0.0,0.4767,0.5106,0.4588,0.7351,-0.296,0.5719,0.7184,0.0,0.0,0.0,0.0,0.4199,0.5461,0.0,0.0,0.0,0.0,-0.296,0.0,0.34,-0.1531,0.0,0.5859,-0.1299,0.4588,0.7378,0.0,0.6124,0.4927,0.4588,0.4588,0.4588,0.7964,0.743,0.2732,0.0,0.128,0.0,0.4939,0.0,-0.1511,0.0,0.0,0.0,0.0,-0.2263,0.0,0.0,0.0,0.0,0.0,0.6124,0.3971,0.4588,0.0754,0.0,0.0,0.25,0.4588,0.0,0.0,0.0,0.0,0.0,0.6705,0.5267,-0.2023,0.0,0.3612,0.0,0.7156,0.0,0.3182,0.0,0.3612,0.5719,0.784,0.555,-0.34,0.4926,0.5255,0.0,0.0,0.2263,0.4019,0.0,0.0,0.0,0.2003,0.0,-0.296,0.4995,0.7184,0.0,0.4995,0.4588,0.4588,0.0,0.0,0.4588,0.0,-0.1531,0.0,0.0,0.0,0.5971,0.0,0.0,0.5093,0.5093,0.3182,0.0,-0.5719,0.0,0.0,0.0,0.0,-0.0343,0.0,-0.8176,0.7783,0.8083,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Texas,Republican,Rubio,-0.2023,0.8743,0.4019,0.0,0.296,0.7345,0.8875,0.5541,0.2263,-0.2263,0.7269,0.0,0.7845,0.0,-0.3612,-0.5106,-0.7133,0.0,0.2942,-0.4404,0.0,0.0,0.2263,0.0,-0.128,0.0,0.0,-0.2755,-0.3818,0.4926,0.6449,0.0,0.0,0.0,-0.2732,0.0,0.5994,0.4588,0.6114,0.7777,0.6249,0.0,0.8999,0.25,-0.5255,0.0,0.0,0.0,0.4767,0.0,-0.2755,-0.4767,-0.5267,0.0,0.0,0.0,0.0,-0.1263,0.6705,-0.3818,0.0,0.0,-0.3182,0.4404,0.0,0.7269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.0,-0.7579,-0.6908,0.0516,-0.886,0.0772,0.0,-0.8172,0.0,0.6597,0.0,0.0,0.4199,-0.6199,0.0,0.0,0.5514,0.0,0.2926,0.0,-0.0516,0.0,0.0,-0.5574,0.0516,-0.4215,0.4767,0.0,-0.6705,0.0,0.0,0.0,0.5859,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Texas,Republican,Cruz,0.0,0.0,0.7269,0.0,0.0,0.4404,0.0,0.5267,-0.5574,0.0,0.0,0.0,0.0,0.4019,0.5719,0.3595,-0.7579,-0.3818,-0.6486,0.0,0.5106,-0.4767,0.0,-0.34,-0.5106,-0.34,-0.8884,0.2942,-0.6486,0.0,-0.3147,-0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.2732,0.0,0.1111,-0.6908,0.0516,0.0,-0.3561,0.8788,0.4939,0.0,0.0,0.0,-0.7635,0.5719,0.5095,-0.8172,0.5994,0.7003,0.0,0.3818,0.8367,0.4767,0.4019,0.4404,0.0,0.6908,0.7351,0.0,0.0,0.884,0.5106,0.34,0.3612,0.0,0.2732,0.0,0.4019,0.5882,0.4738,0.7783,-0.4767,0.5994,-0.5267,0.0,0.0,0.0,0.0,0.4995,0.0,0.0,0.0,0.0,0.3612,0.0,0.3182,0.3971,0.1779,0.0,0.0,0.6597,0.0,0.0,0.6476,0.4019,0.3182,0.0,0.7345,0.0,0.5541,0.8951,-0.5267,-0.6199,0.0,-0.2732,-0.1027,-0.5994,0.1901,0.7506,0.0,0.0516,0.4215,0.0,0.2263,0.0,-0.5574,0.0,0.0,-0.7777,0.0,0.4671,0.0,0.6705,-0.3818,0.8588,0.0,0.0,-0.296,0.0772,0.3612,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Texas,Republican,Trump,0.128,0.6688,0.6369,-0.4404,0.0,-0.784,0.6041,0.4019,-0.1695,0.69,0.0,-0.296,0.4215,-0.6705,-0.8625,0.6597,0.296,0.0,-0.6115,0.5267,-0.5423,0.886,0.0,0.2732,-0.5574,0.2263,0.1759,0.2263,0.7506,0.0,0.2263,0.0,-0.2732,0.0,0.0,0.34,0.9246,-0.0516,0.0,0.6369,-0.296,0.0,0.0,0.6625,0.0,-0.34,0.0,0.3134,0.0,0.4522,0.0,0.0,0.4939,-0.2755,-0.3818,-0.5423,0.0,0.8256,0.0,0.0,0.0,0.0,-0.6486,-0.9375,-0.2263,0.0,-0.7717,0.4215,0.4588,0.0,0.0,0.8122,0.0,0.0,0.0,0.0,-0.5994,-0.4939,-0.0258,0.1134,0.5678,-0.34,-0.7133,-0.34,-0.8175,0.7096,0.0,0.2942,-0.5707,0.0,0.2263,-0.1027,0.2244,0.8718,-0.4404,-0.1299,0.0,-0.7778,0.8626,-0.5574,0.0,-0.3182,0.4404,0.0,0.0,0.5541,0.4588,0.0,0.3832,0.34,0.296,0.0,-0.5267,0.0,-0.4019,0.0,0.4995,0.0,0.8705,0.0,0.4939,-0.296,0.0,0.0,0.0,0.2263,0.3612,0.0,0.4019,0.0,0.1027,0.0,0.5106,0.0,-0.2023,0.4215,0.7213,0.7213,0.7213,0.4671,0.25,0.25,-0.6315,0.0,0.6486,0.0,0.4019,-0.0516,0.0,0.0,0.2732,0.743,-0.5423,0.5994,-0.5994,0.5994,0.0,-0.6808,0.6249,0.7269,0.25,0.0,0.0,0.0,0.0,0.0,0.5106,0.4767,-0.2057,0.2263,0.1531,0.2263,-0.6114,0.2732,0.7269,0.2732,0.4019,0.2263,0.7003,0.6249,0.2263,0.3818,0.0,-0.4442,0.0,0.0,0.0,0.0772,0.0,0.25,0.4019,0.0,0.0,0.8316,0.3612,0.0,0.0,0.34,0.34,0.0,-0.3753,0.6369,0.0,0.0,0.3971,0.0,0.5562,0.5859,0.4019,0.0,0.4939,-0.7579,-0.5423,0.0,-0.6908,0.0516,-0.886,0.6588,0.0,-0.6875,0.0,-0.3415,0.4939,0.0,0.128,-0.7125,0.0,-0.3612,0.0,0.6705,-0.3818,0.914,-0.34,-0.2023,0.4282,0.851,0.8896,-0.296,-0.7876,0.0,-0.7635,0.1779,-0.5889,-0.8172,0.0,0.0,-0.8779,0.0762,0.4199,0.8555,-0.6199,0.0,-0.3182,0.0,0.5514,-0.2732,0.0,0.6124,0.5904,0.3612,0.0,0.7506,-0.5994,0.0762,-0.5574,0.0762,0.0,0.4767,0.0,-0.6705,0.0,-0.1027,0.0,0.0516,0.0,0.0,0.0,-0.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Utah,Democrat,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Utah,Democrat,Sanders,0.296,0.636,0.0,0.0,0.0,0.6892,0.0,0.0,0.4376,0.0,0.0,0.6588,0.0,0.6705,0.0,0.0,0.0,0.128,0.7901,0.6476,0.4939,0.0,0.4561,0.0,0.0,0.0,0.0,0.0,0.0,-0.2235,0.0,0.3612,0.4389,0.0,0.34,0.0,0.4588,0.0,0.0,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Utah,Republican,Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Utah,Republican,Cruz,0.4574,0.4574,-0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Utah,Republican,Trump,0.4404,-0.1655,-0.3716,-0.4926,-0.128,0.0,-0.6114,0.0,-0.4359,0.0,-0.25,0.0,0.6731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Vermont,Democrat,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Vermont,Democrat,Sanders,-0.296,-0.296,0.5859,0.3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Vermont,Republican,Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Vermont,Republican,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Vermont,Republican,Trump,-0.1779,-0.1779,0.0101,0.4019,0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Virginia,Democrat,Clinton,0.6792,0.6792,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Virginia,Democrat,Sanders,0.0,0.0,0.4404,0.4404,0.5411,0.5411,0.0,0.6124,0.0,0.9169,0.7901,0.7324,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Virginia,Republican,Rubio,0.7783,0.6486,0.636,0.1396,0.8622,0.0,0.4939,-0.8625,0.8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Virginia,Republican,Cruz,0.4939,0.4939,0.5574,0.5574,0.3091,-0.8625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Virginia,Republican,Trump,0.5423,0.5423,-0.5096,-0.4939,0.0,-0.5096,0.4199,0.1471,-0.3164,0.0,0.0,0.636,0.4588,-0.1531,0.6808,-0.8625,-0.8625,-0.8625,0.4404,-0.4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Washington,Democrat,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
